City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
460,labu-o,7.1142,125.0453,77.38,82,78,0.56,PH,1643586633
461,yar-sale,66.8333,70.8333,-5.6,98,89,7.85,RU,1643586634
462,kingman,35.1894,-114.053,63.9,7,0,5.01,US,1643586634
463,nha trang,12.25,109.1833,71.6,84,83,3.22,VN,1643586634
464,taksimo,56.3444,114.8794,-20.15,94,81,1.43,RU,1643586635
465,chimbote,-9.0853,-78.5783,70.81,83,100,7.38,PE,1643586636
466,alugan,12.2188,125.4808,78.66,85,57,2.82,PH,1643586636
467,paka,4.6374,103.4368,71.53,100,40,1.14,MY,1643586637
468,angoche,-16.2325,39.9086,76.03,85,1,2.42,MZ,1643586637
469,puerto escondido,15.85,-97.0667,79.7,70,0,3.65,MX,1643586637
470,kaduqli,11.0167,29.7167,66.24,14,23,12.26,SD,1643586638
471,trincomalee,8.5711,81.2335,80.46,74,31,13.11,LK,1643586638
472,rudbar,30.15,62.6,52.63,43,21,4.0,AF,1643586639
473,valparaiso,-33.0393,-71.6273,70.03,66,0,14.97,CL,1643586639
474,norman wells,65.282,-126.8329,-25.56,68,75,0.0,CA,1643586478
475,reconquista,-29.15,-59.65,79.23,31,0,5.48,AR,1643586640
476,ballarat,-37.5662,143.8496,81.99,47,10,7.27,AU,1643586640
477,yerbogachen,61.2767,108.0108,-16.64,100,95,3.18,RU,1643586641
478,port hardy,50.6996,-127.4199,41.18,87,75,8.05,CA,1643586642
479,auki,-8.7676,160.7034,85.57,69,91,3.76,SB,1643586642
480,yantikovo,55.8216,47.9104,20.12,99,99,4.63,RU,1643586644
481,port blair,11.6667,92.75,68.04,88,20,0.0,IN,1643586512
482,illapel,-31.6308,-71.1653,67.89,75,6,5.03,CL,1643586644
483,washougal,45.5826,-122.3534,54.93,70,100,4.0,US,1643586450
484,cheremkhovo,53.1561,103.0675,-9.92,99,100,2.8,RU,1643586561
485,sand springs,36.1398,-96.1089,60.55,22,0,3.44,US,1643586303
486,luwuk,-0.9516,122.7875,82.24,71,100,5.28,ID,1643586645
487,otautau,-46.15,168.0,70.45,56,36,3.78,NZ,1643586646
488,naustdal,61.509,5.7168,33.85,86,75,3.44,NO,1643586646
489,juegang,32.3174,121.1855,35.98,59,28,3.85,CN,1643586646
490,sabha,27.0377,14.4283,44.65,54,0,6.53,LY,1643586647
491,kindu,-2.95,25.95,71.44,88,100,2.46,CD,1643586707
492,providencia,28.7167,-111.5833,77.2,35,35,11.45,MX,1643586708
493,shenjiamen,29.9576,122.298,41.16,63,5,9.08,CN,1643586708
494,moose factory,51.2585,-80.6094,-9.4,70,0,5.75,CA,1643586709
495,campoverde,-8.4753,-74.8058,74.89,97,100,2.53,PE,1643586709
496,menongue,-14.6585,17.691,62.28,88,100,3.22,AO,1643586709
497,naco,31.3347,-109.9483,61.29,23,2,11.7,MX,1643586710
498,benicarlo,40.4165,0.4271,58.89,46,0,4.14,ES,1643586710
499,houma,29.5958,-90.7195,62.6,66,1,4.0,US,1643586434
500,rudnogorsk,57.2639,103.7519,-10.57,100,94,0.54,RU,1643586711
501,rawson,-43.3002,-65.1023,59.95,36,57,4.38,AR,1643586678
502,majene,-3.5403,118.9707,80.19,78,99,4.81,ID,1643586712
503,marrakesh,31.6315,-8.0083,68.07,37,75,13.8,MA,1643586688
504,krasnaya gora,52.9995,31.6023,33.71,95,100,8.03,RU,1643586712
505,umm lajj,25.0213,37.2685,63.63,61,91,9.51,SA,1643586648
506,langfang,39.5097,116.6947,22.87,35,14,10.94,CN,1643586713
507,georgiyevskoye,58.731,45.024,6.91,97,99,5.01,RU,1643586713
508,punta cardon,11.6581,-70.215,77.72,78,10,18.88,VE,1643586714
509,molln,53.6333,10.6833,39.29,81,100,6.91,DE,1643586714
510,tessalit,20.1986,1.0114,67.48,15,20,9.46,ML,1643586715
511,beberibe,-4.1797,-38.1306,82.44,82,97,10.16,BR,1643586715
512,sao joao da barra,-21.6403,-41.0511,75.58,92,28,4.36,BR,1643586505
513,gualaquiza,-3.4,-78.55,65.26,98,100,1.5,EC,1643586716
514,batsfjord,70.6345,29.7185,26.82,72,95,7.54,NO,1643586716
515,sao geraldo do araguaia,-6.4006,-48.555,72.45,95,88,1.7,BR,1643586716
516,mecca,21.4267,39.8261,67.77,60,99,4.54,SA,1643586717
517,totness,5.8833,-56.3167,76.05,87,68,11.97,SR,1643586717
518,ishigaki,24.3448,124.1572,59.13,67,75,16.11,JP,1643586718
519,doctor arroyo,23.6667,-100.1833,65.64,34,0,7.34,MX,1643586718
520,sungaipenuh,-2.0833,101.3833,64.85,96,96,2.8,ID,1643586718
521,north myrtle beach,33.816,-78.68,46.45,62,0,18.41,US,1643586719
522,tahoua,14.8888,5.2692,64.56,14,5,12.82,NE,1643586719
523,pearl,32.2746,-90.132,64.58,27,0,9.22,US,1643586720
524,maumere,-8.6199,122.2111,81.3,81,94,11.81,ID,1643586720
525,monrovia,6.3005,-10.7969,79.7,87,12,5.01,LR,1643586721
526,abu dhabi,24.4667,54.3667,66.96,73,0,2.3,AE,1643586438
527,urk,52.6625,5.6014,43.07,76,100,21.68,NL,1643586721
528,puro,12.4841,123.3827,79.92,79,14,10.04,PH,1643586722
529,dauriya,49.9333,116.8667,-23.82,100,32,1.39,RU,1643586722
530,manaure,11.7751,-72.4445,77.02,77,8,17.07,CO,1643586723
531,marienburg,54.0359,19.0266,37.06,67,85,18.41,PL,1643586723
532,pacific grove,36.6177,-121.9166,68.07,73,0,5.99,US,1643586724
533,papetoai,-17.4961,-149.8729,85.59,72,89,11.18,PF,1643586724
534,walvis bay,-22.9575,14.5053,67.08,94,100,10.36,NA,1643586724
535,urgut,39.4022,67.2431,26.22,66,13,4.32,UZ,1643586725
536,salalah,17.0151,54.0924,66.72,68,14,2.53,OM,1643586725
537,uray,60.1247,64.7758,-1.62,99,100,2.89,RU,1643586726
538,caceres,39.522,-6.3748,43.81,54,33,2.24,ES,1643586726
539,campbellsville,37.3434,-85.3419,38.8,89,7,6.98,US,1643586727
540,changtu,42.7788,124.0955,13.23,52,19,3.91,CN,1643586787
541,panguna,-6.3164,155.4848,80.4,67,100,3.09,PG,1643586658
542,koryukivka,51.7688,32.2481,29.93,98,100,10.69,UA,1643586788
543,hambantota,6.1241,81.1185,75.58,88,18,11.34,LK,1643586571
544,te anau,-45.4167,167.7167,71.46,61,34,2.37,NZ,1643586788
545,xai-xai,-25.0519,33.6442,73.17,83,87,4.83,MZ,1643586789
546,limoeiro,-7.8747,-35.4503,82.63,89,44,3.22,BR,1643586789
547,luau,-10.7073,22.2247,64.72,97,100,3.71,AO,1643586790
548,sile,41.1754,29.6133,45.27,59,86,3.0,TR,1643586790
549,aswan,24.0934,32.907,55.18,40,100,9.4,EG,1643586790
550,mount gambier,-37.8333,140.7667,66.11,94,100,6.91,AU,1643586783
551,aklavik,68.2191,-135.0107,3.92,96,100,3.58,CA,1643586791
552,yokadouma,3.5167,15.05,68.29,29,100,2.98,CM,1643586792
553,valdivia,-39.8142,-73.2459,64.49,70,25,0.54,CL,1643586740
554,tikri,29.2333,77.35,48.07,56,0,3.13,IN,1643586793
